销售日期,扫码销售时间,单品编码,销量(千克),销售单价(元/千克),销售类型,是否打折销售
2023-06-25 00:00:00,10:51:32.905,102900011000328,0.271,10,销售,否
2023-06-25 00:00:00,10:52:55.697,102900005119975,0.302,6,销售,否
2023-06-25 00:00:00,10:54:08.342,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,10:55:43.357,102900011034330,1,5.5,销售,否
2023-06-25 00:00:00,10:58:00.598,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,11:02:52.229,102900005116257,0.571,6,销售,否
2023-06-25 00:00:00,11:04:18.443,102900005116257,0.537,6,销售,否
2023-06-25 00:00:00,11:04:25.939,102900005115762,0.404,4,销售,否
2023-06-25 00:00:00,11:06:41.179,102900005119975,0.503,6,销售,否
2023-06-25 00:00:00,11:10:02.602,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,11:10:28.712,102900005116899,0.395,16,销售,否
2023-06-25 00:00:00,11:10:29.183,102900011016701,0.252,5.2,销售,否
2023-06-25 00:00:00,11:10:29.904,102900005115984,0.279,7.2,销售,否
2023-06-25 00:00:00,11:13:18.157,102900005116257,0.587,6,销售,否
2023-06-25 00:00:00,11:13:18.396,102900005116714,0.437,14,销售,否
2023-06-25 00:00:00,11:13:22.323,102900011023464,0.233,5.2,销售,否
2023-06-25 00:00:00,11:13:22.749,102900011034330,1,5.5,销售,否
2023-06-25 00:00:00,11:13:22.939,102900005119975,0.285,6,销售,否
2023-06-25 00:00:00,11:14:23.764,102900005115762,0.404,4,销售,否
2023-06-25 00:00:00,11:14:27.78,102900011022764,0.376,12,销售,否
2023-06-25 00:00:00,11:14:29.333,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,11:14:33.564,102900005116257,0.269,6,销售,否
2023-06-25 00:00:00,11:16:26.515,102900005116257,0.537,6,销售,否
2023-06-25 00:00:00,11:19:16.088,106971533450003,1,3,销售,否
2023-06-25 00:00:00,11:19:55.775,102900011032022,1,2.8,销售,否
2023-06-25 00:00:00,11:19:56.987,102900011032022,1,2.8,销售,否
2023-06-25 00:00:00,11:19:58.317,102900005115250,0.568,24,销售,否
2023-06-25 00:00:00,11:19:58.72,102900005115984,0.489,7.2,销售,否
2023-06-25 00:00:00,11:22:14.014,102900005115250,0.18,24,销售,否
2023-06-25 00:00:00,11:22:18.661,102900051000944,0.524,26,销售,否
2023-06-25 00:00:00,11:23:39.272,102900011000328,0.241,10,销售,否
2023-06-25 00:00:00,11:24:38.92,102900011034330,1,5.5,销售,是
2023-06-25 00:00:00,11:29:14.609,102900005118824,0.533,16,销售,否
2023-06-25 00:00:00,11:29:16.457,102900011016701,0.388,5.2,销售,否
2023-06-25 00:00:00,11:29:47.405,102900005116714,0.315,14,销售,否
2023-06-25 00:00:00,11:29:51.995,102900005115786,0.354,4,销售,否
2023-06-25 00:00:00,11:29:52.192,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,11:29:52.766,102900005116714,0.416,14,销售,否
2023-06-25 00:00:00,11:35:52.847,102900005116257,0.336,6,销售,否
2023-06-25 00:00:00,12:04:46.514,102900005115908,0.352,6,销售,否
2023-06-25 00:00:00,12:09:51.662,102900005116714,0.609,14,销售,否
2023-06-25 00:00:00,12:09:53.681,102900005115762,0.48,4,销售,否
2023-06-25 00:00:00,12:09:54.078,102900011016701,0.523,5.2,销售,否
2023-06-25 00:00:00,12:11:46.748,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,12:13:15.384,102900051000944,0.405,26,销售,否
2023-06-25 00:00:00,12:13:16.221,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,12:14:15.061,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,12:24:34.516,102900005115984,0.265,7.2,销售,否
2023-06-25 00:00:00,12:24:34.905,102900005115823,0.302,8,销售,否
2023-06-25 00:00:00,12:29:30.374,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,12:30:19.558,102900011023464,0.485,5.2,销售,否
2023-06-25 00:00:00,12:33:54.713,102900005115984,0.154,7.2,销售,否
2023-06-25 00:00:00,12:47:15.9,102900011016701,0.136,5.2,销售,否
2023-06-25 00:00:00,12:53:13.637,102900005115946,0.319,6,销售,否
2023-06-25 00:00:00,12:53:14.069,102900005119975,0.554,6,销售,否
2023-06-25 00:00:00,13:01:47.733,102900011001691,0.394,14,销售,否
2023-06-25 00:00:00,13:11:20.593,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,13:14:14.578,106949711300259,1,2,销售,否
2023-06-25 00:00:00,13:16:10.507,102900005116714,0.365,14,销售,否
2023-06-25 00:00:00,13:21:50.303,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,13:26:44.67,102900005116714,0.573,14,销售,否
2023-06-25 00:00:00,13:26:46.328,102900005115250,0.154,24,销售,否
2023-06-25 00:00:00,13:26:47.328,102900005118831,1,6.8,销售,否
2023-06-25 00:00:00,13:49:24.879,102900005115786,0.833,4,销售,否
2023-06-25 00:00:00,13:49:25.096,102900011016701,0.581,5.2,销售,否
2023-06-25 00:00:00,13:51:50.655,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,13:51:52.17,102900005115786,0.328,4,销售,否
2023-06-25 00:00:00,13:51:54.405,102900011032732,0.25,18,销售,否
2023-06-25 00:00:00,13:52:44.541,102900005115984,0.433,7.2,销售,否
2023-06-25 00:00:00,14:02:58.763,102900005116899,0.338,16,销售,否
2023-06-25 00:00:00,14:03:00.063,102900005118824,0.288,16,销售,否
2023-06-25 00:00:00,14:03:00.28,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,14:25:54.217,102900005116257,0.688,6,销售,否
2023-06-25 00:00:00,14:28:24.908,102900005115762,0.556,4,销售,否
2023-06-25 00:00:00,14:28:26.211,102900005115250,0.096,24,销售,否
2023-06-25 00:00:00,14:32:33.748,102900005115250,0.167,24,销售,否
2023-06-25 00:00:00,14:32:35.717,102900011023464,0.233,5.2,销售,否
2023-06-25 00:00:00,14:40:07.514,102900005116714,0.416,14,销售,否
2023-06-25 00:00:00,14:40:09.545,102900005115908,0.487,6,销售,否
2023-06-25 00:00:00,14:40:22.186,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,14:49:50.191,102900005115762,0.455,4,销售,否
2023-06-25 00:00:00,14:52:27.959,102900005115984,0.517,7.2,销售,否
2023-06-25 00:00:00,15:03:55.342,102900005115250,0.2,24,销售,否
2023-06-25 00:00:00,15:05:39.858,102900005116899,0.627,16,销售,否
2023-06-25 00:00:00,15:05:52.579,102900005115762,0.631,4,销售,否
2023-06-25 00:00:00,15:05:52.825,102900011016701,0.388,5.2,销售,否
2023-06-25 00:00:00,15:10:11.164,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,15:12:08.639,102900011000328,0.161,10,销售,否
2023-06-25 00:00:00,15:16:09.859,102900011000328,0.331,10,销售,否
2023-06-25 00:00:00,15:17:27.929,102900011023464,0.194,5.2,销售,否
2023-06-25 00:00:00,15:28:45.513,102900005115762,0.606,4,销售,否
2023-06-25 00:00:00,15:28:46.522,102900005115762,0.48,4,销售,否
2023-06-25 00:00:00,15:29:04.912,102900011022764,0.41,12,销售,否
2023-06-25 00:00:00,15:29:05.783,102900011016701,0.64,5.2,销售,否
2023-06-25 00:00:00,15:31:11.441,102900005115786,0.379,4,销售,否
2023-06-25 00:00:00,15:36:49.444,102900005118831,1,6.8,销售,否
2023-06-25 00:00:00,15:36:49.635,102900011000328,0.191,10,销售,否
2023-06-25 00:00:00,15:36:51.909,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,15:36:58.28,102900011032022,1,2.8,销售,否
2023-06-25 00:00:00,15:37:09.514,102900005116899,0.495,16,销售,否
2023-06-25 00:00:00,15:40:28.28,102900005119975,0.587,6,销售,否
2023-06-25 00:00:00,15:40:46.42,102900005116509,0.503,6,销售,否
2023-06-25 00:00:00,15:44:43.885,102900005115786,0.379,4,销售,否
2023-06-25 00:00:00,15:50:01.054,102900005115250,0.167,24,销售,否
2023-06-25 00:00:00,15:50:48.318,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,15:50:48.678,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,15:50:49.272,106949711300259,1,2,销售,否
2023-06-25 00:00:00,15:52:21.209,102900005116714,0.552,14,销售,否
2023-06-25 00:00:00,16:01:18.511,102900005115786,0.303,4,销售,否
2023-06-25 00:00:00,16:02:35.42,102900005115250,0.163,24,销售,否
2023-06-25 00:00:00,16:04:24.877,102900011032732,0.3,18,销售,否
2023-06-25 00:00:00,16:09:23.044,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,16:16:34.303,102900005115250,0.167,24,销售,否
2023-06-25 00:00:00,16:17:07.623,102900005116714,0.358,14,销售,否
2023-06-25 00:00:00,16:17:46.873,102900005115908,0.403,6,销售,否
2023-06-25 00:00:00,16:21:26.03,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,16:22:09.389,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,16:22:14.967,102900005116509,0.906,6,销售,否
2023-06-25 00:00:00,16:29:26.759,102900011035078,0.205,20,销售,否
2023-06-25 00:00:00,16:32:21.025,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,16:32:21.198,106949711300259,1,2,销售,否
2023-06-25 00:00:00,16:32:21.554,102900005118831,1,6.8,销售,否
2023-06-25 00:00:00,16:38:46.819,102900011023464,0.426,5.2,销售,否
2023-06-25 00:00:00,16:39:38.295,102900011001691,1.089,14,销售,否
2023-06-25 00:00:00,16:39:40.905,102900011032732,0.289,18,销售,否
2023-06-25 00:00:00,16:39:46.076,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,16:40:16.014,102900005116714,0.365,14,销售,否
2023-06-25 00:00:00,16:41:03.631,106949711300259,1,2,销售,否
2023-06-25 00:00:00,16:49:14.719,102900011023464,0.174,5.2,销售,否
2023-06-25 00:00:00,16:50:47.242,102900011022764,0.226,12,销售,否
2023-06-25 00:00:00,16:51:51.255,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,16:52:34.18,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,16:52:37.227,102900011016701,0.058,5.2,销售,否
2023-06-25 00:00:00,16:58:01.734,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,16:59:15.625,102900005115250,0.321,24,销售,否
2023-06-25 00:00:00,17:02:36.018,102900005115762,0.606,4,销售,否
2023-06-25 00:00:00,17:02:36.818,102900011023464,0.174,5.2,销售,否
2023-06-25 00:00:00,17:05:25.946,102900005115786,0.328,4,销售,否
2023-06-25 00:00:00,17:05:26.26,102900005115786,0.505,4,销售,否
2023-06-25 00:00:00,17:05:26.773,102900005116714,0.466,14,销售,否
2023-06-25 00:00:00,17:11:09.178,102900005115786,0.379,4,销售,否
2023-06-25 00:00:00,17:11:10.008,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,17:11:10.186,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,17:11:48.847,102900005115250,0.246,24,销售,否
2023-06-25 00:00:00,17:12:35.483,102900005115762,0.505,4,销售,否
2023-06-25 00:00:00,17:12:46.582,102900011016701,0.194,5.2,销售,否
2023-06-25 00:00:00,17:12:47.606,102900005116257,0.503,6,销售,否
2023-06-25 00:00:00,17:13:18.17,102900011032022,1,2.8,销售,否
2023-06-25 00:00:00,17:13:48.635,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,17:14:16.404,102900005115786,0.379,4,销售,否
2023-06-25 00:00:00,17:14:16.867,102900011016701,0.155,5.2,销售,否
2023-06-25 00:00:00,17:17:45.683,102900005115786,0.354,4,销售,否
2023-06-25 00:00:00,17:18:30.311,102900005116257,0.671,6,销售,否
2023-06-25 00:00:00,17:18:59.538,102900005116714,0.408,14,销售,否
2023-06-25 00:00:00,17:19:08.248,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,17:19:16.173,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,17:19:21.764,106949711300259,1,2,销售,否
2023-06-25 00:00:00,17:19:50.4,102900005116899,0.326,16,销售,否
2023-06-25 00:00:00,17:23:33.731,102900005115786,0.379,4,销售,否
2023-06-25 00:00:00,17:24:56.252,106971533450003,1,3,销售,否
2023-06-25 00:00:00,17:24:56.754,106971533450003,1,3,销售,否
2023-06-25 00:00:00,17:27:33.425,102900005116257,0.235,6,销售,否
2023-06-25 00:00:00,17:28:27.394,102900005115946,0.554,6,销售,否
2023-06-25 00:00:00,17:32:16.141,102900011023464,0.233,5.2,销售,否
2023-06-25 00:00:00,17:32:16.361,102900005115786,0.404,4,销售,否
2023-06-25 00:00:00,17:32:18.317,102900005115762,0.606,4,销售,否
2023-06-25 00:00:00,17:33:45.951,102900005116714,0.444,14,销售,否
2023-06-25 00:00:00,17:35:20.953,102900005116714,0.394,14,销售,否
2023-06-25 00:00:00,17:35:37.717,102900005115946,0.319,6,销售,否
2023-06-25 00:00:00,17:40:45.289,102900011032732,0.239,18,销售,否
2023-06-25 00:00:00,17:40:45.493,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,17:41:50.483,102900011016701,0.252,5.2,销售,否
2023-06-25 00:00:00,17:42:29.623,102900005116714,0.351,14,销售,否
2023-06-25 00:00:00,17:42:31.42,102900011023464,0.213,5.2,销售,否
2023-06-25 00:00:00,17:46:37.576,102900005115946,0.638,6,销售,否
2023-06-25 00:00:00,17:46:42.359,102900011016701,0.562,5.2,销售,否
2023-06-25 00:00:00,17:46:42.972,102900005115786,0.354,4,销售,否
2023-06-25 00:00:00,17:47:15.514,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,17:56:56.538,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,17:56:57.446,102900005115786,0.48,4,销售,否
2023-06-25 00:00:00,17:57:39.095,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,17:58:35.17,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,18:00:41.264,102900005115762,0.48,4,销售,否
2023-06-25 00:00:00,18:02:24.701,102900005116257,0.537,6,销售,否
2023-06-25 00:00:00,18:02:25.905,102900011016701,0.543,5.2,销售,否
2023-06-25 00:00:00,18:03:06.92,102900005115786,0.657,4,销售,否
2023-06-25 00:00:00,18:03:08.167,102900011016701,0.349,5.2,销售,否
2023-06-25 00:00:00,18:03:35.66,102900005115786,0.429,4,销售,否
2023-06-25 00:00:00,18:03:36.253,102900005115946,0.654,6,销售,否
2023-06-25 00:00:00,18:04:33.267,102900005116257,0.42,6,销售,否
2023-06-25 00:00:00,18:09:22.147,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,18:10:10.654,102900005115823,0.239,8,销售,否
2023-06-25 00:00:00,18:11:24.642,102900005116714,0.301,14,销售,否
2023-06-25 00:00:00,18:12:42.773,102900011022764,0.452,12,销售,否
2023-06-25 00:00:00,18:12:43.827,102900011034330,1,5.5,销售,否
2023-06-25 00:00:00,18:12:44.019,106949711300259,1,2,销售,否
2023-06-25 00:00:00,18:12:44.219,102900005115823,0.427,8,销售,否
2023-06-25 00:00:00,18:12:44.667,102900005118817,0.315,14,销售,否
2023-06-25 00:00:00,18:14:45.171,102900005116257,0.235,6,销售,否
2023-06-25 00:00:00,18:14:46.62,102900011000328,0.06,10,销售,否
2023-06-25 00:00:00,18:15:56.796,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,18:15:58.099,106971533450003,1,3,销售,否
2023-06-25 00:00:00,18:17:14.269,106971533450003,1,3,销售,否
2023-06-25 00:00:00,18:17:28.215,102900005116257,0.336,6,销售,否
2023-06-25 00:00:00,18:17:28.673,102900005115786,0.379,4,销售,否
2023-06-25 00:00:00,18:18:32.909,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,18:18:56.03,102900005115946,0.352,6,销售,否
2023-06-25 00:00:00,18:19:19.04,102900005116257,0.285,6,销售,否
2023-06-25 00:00:00,18:19:19.477,102900011035078,0.2,20,销售,否
2023-06-25 00:00:00,18:21:38.308,102900005115984,0.517,7.2,销售,否
2023-06-25 00:00:00,18:22:24.222,102900005115786,0.328,4,销售,否
2023-06-25 00:00:00,18:22:37.239,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,18:22:37.655,106949711300259,1,2,销售,否
2023-06-25 00:00:00,18:22:43.686,102900005116257,0.554,6,销售,否
2023-06-25 00:00:00,18:22:46.155,102900005115786,0.505,4,销售,否
2023-06-25 00:00:00,18:22:58.998,102900011022764,0.393,12,销售,否
2023-06-25 00:00:00,18:23:57.858,102900005116509,0.923,6,销售,否
2023-06-25 00:00:00,18:26:14.342,102900005116257,0.453,6,销售,否
2023-06-25 00:00:00,18:26:42.186,102900005116714,0.43,14,销售,否
2023-06-25 00:00:00,18:29:08.424,102900005115823,0.415,8,销售,否
2023-06-25 00:00:00,18:29:18.825,102900005116257,0.604,6,销售,否
2023-06-25 00:00:00,18:30:21.842,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,18:32:20.26,102900011023464,0.194,5.2,销售,否
2023-06-25 00:00:00,18:36:13.603,102900005118831,1,6.8,销售,否
2023-06-25 00:00:00,18:37:13.17,102900011035078,0.23,20,销售,否
2023-06-25 00:00:00,18:37:15.014,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,18:38:21.79,102900011000328,0.341,10,销售,否
2023-06-25 00:00:00,18:41:08.199,102900011016701,0.562,5.2,销售,否
2023-06-25 00:00:00,18:42:12.933,102900005115779,0.317,9.2,销售,否
2023-06-25 00:00:00,18:42:19.964,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,18:42:20.144,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,18:42:20.531,102900005118817,0.358,14,销售,否
2023-06-25 00:00:00,18:44:37.467,102900011016701,0.252,5.2,销售,否
2023-06-25 00:00:00,18:44:55.967,102900005115786,0.758,4,销售,否
2023-06-25 00:00:00,18:45:57.295,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,18:46:23.592,102900005116257,0.638,6,销售,否
2023-06-25 00:00:00,18:52:34.275,106949711300259,1,2,销售,否
2023-06-25 00:00:00,18:52:34.87,102900005115250,0.188,24,销售,否
2023-06-25 00:00:00,18:52:47.358,102900005118831,1,6.8,销售,否
2023-06-25 00:00:00,18:53:41.206,102900011000328,0.382,10,销售,否
2023-06-25 00:00:00,18:54:19.568,106949711300259,1,2,销售,否
2023-06-25 00:00:00,18:54:32.277,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,18:54:57.686,102900011022764,0.636,12,销售,否
2023-06-25 00:00:00,18:55:52.283,102900005115250,0.096,24,销售,否
2023-06-25 00:00:00,18:56:13.835,102900011034330,1,5.5,销售,否
2023-06-25 00:00:00,18:56:14.009,106949711300259,1,2,销售,否
2023-06-25 00:00:00,18:56:14.178,102900011034330,1,5.5,销售,否
2023-06-25 00:00:00,18:57:26.864,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,18:59:40.858,102900011000328,0.361,10,销售,否
2023-06-25 00:00:00,19:01:36.038,102900005115250,0.267,24,销售,否
2023-06-25 00:00:00,19:01:36.265,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,19:03:21.509,102900051000944,0.339,13,销售,是
2023-06-25 00:00:00,19:06:47.342,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,19:07:23.578,102900011032732,0.239,10.8,销售,是
2023-06-25 00:00:00,19:18:39.3,102900005116257,0.47,6,销售,否
2023-06-25 00:00:00,19:18:41.655,102900011030059,1,4.5,销售,否
2023-06-25 00:00:00,19:22:22.379,102900005116714,0.337,14,销售,否
2023-06-25 00:00:00,19:24:57.139,102900011016701,0.349,5.2,销售,否
2023-06-25 00:00:00,19:27:52.233,102900005116714,0.344,14,销售,否
2023-06-25 00:00:00,19:28:49.371,102900005116257,0.705,6,销售,否
2023-06-25 00:00:00,19:29:30.188,102900011016701,0.349,5.2,销售,否
2023-06-25 00:00:00,19:34:11.873,102900011016701,0.31,5.2,销售,否
2023-06-25 00:00:00,19:40:49.959,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,19:42:34.289,102900011035078,0.27,12,销售,是
2023-06-25 00:00:00,19:42:34.42,102900011030097,1,2.7,销售,是
2023-06-25 00:00:00,19:42:34.718,102900005118824,0.307,9.6,销售,是
2023-06-25 00:00:00,19:43:03.195,102900005116509,0.453,6,销售,否
2023-06-25 00:00:00,19:45:30.529,102900005116257,0.537,6,销售,否
2023-06-25 00:00:00,19:52:09.594,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,19:53:17.436,102900011030097,1,4.5,销售,是
2023-06-25 00:00:00,19:53:25.405,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,19:53:31.98,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,19:53:32.165,102900011031100,1,5.8,销售,否
2023-06-25 00:00:00,19:58:41.764,102900011035078,0.235,12,销售,是
2023-06-25 00:00:00,19:58:41.917,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,19:58:42.57,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,20:00:28.913,102900011016701,0.291,5.2,销售,否
2023-06-25 00:00:00,20:00:29.255,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,20:00:41.061,102900011030059,1,4.5,销售,是
2023-06-25 00:00:00,20:01:24.529,102900011000328,0.221,10,销售,否
2023-06-25 00:00:00,20:03:38.458,102900005116714,0.308,14,销售,否
2023-06-25 00:00:00,20:05:10.701,102900051000944,0.381,26,销售,是
2023-06-25 00:00:00,20:05:13.998,102900051000944,0.285,26,销售,是
2023-06-25 00:00:00,20:05:26.576,102900011030059,1,4.5,销售,是
2023-06-25 00:00:00,20:05:35.762,102900005118831,1,6.8,销售,否
2023-06-25 00:00:00,20:10:40.045,102900005115946,0.336,6,销售,否
2023-06-25 00:00:00,20:14:22.17,102900011032732,0.261,10.8,销售,是
2023-06-25 00:00:00,20:17:08.872,102900005118824,0.389,9.6,销售,是
2023-06-25 00:00:00,20:17:09.559,102900051000944,0.173,13,销售,是
2023-06-25 00:00:00,20:21:01.807,102900011030097,1,2.7,销售,是
2023-06-25 00:00:00,20:21:11.569,102900051000944,0.354,13,销售,是
2023-06-25 00:00:00,20:21:11.709,102900051000944,0.2,13,销售,是
2023-06-25 00:00:00,20:21:30.326,102900005116257,1.007,6,销售,否
2023-06-25 00:00:00,20:25:03.08,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,20:26:21.265,102900051000944,0.37,13,销售,是
2023-06-25 00:00:00,20:27:16.905,102900005115946,0.336,6,销售,否
2023-06-25 00:00:00,20:28:28.535,102900011030097,1,2.7,销售,是
2023-06-25 00:00:00,20:28:28.646,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,20:28:59.42,106971533450003,1,3,销售,是
2023-06-25 00:00:00,20:31:16.244,102900011032343,0.476,20.8,销售,否
2023-06-25 00:00:00,20:32:07.28,102900005116714,0.351,14,销售,否
2023-06-25 00:00:00,20:35:38.086,102900011031926,1,2.3,销售,是
2023-06-25 00:00:00,20:38:48.791,102900005116714,0.408,14,销售,否
2023-06-25 00:00:00,20:38:48.996,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,20:39:48.813,102900011016701,0.504,5.2,销售,否
2023-06-25 00:00:00,20:41:14.623,102900005118824,0.37,9.6,销售,是
2023-06-25 00:00:00,20:42:27.601,102900011016701,0.194,5.2,销售,否
2023-06-25 00:00:00,20:44:33.618,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,20:44:33.916,106971533450003,1,1.8,销售,是
2023-06-25 00:00:00,20:44:34.027,102900005116899,0.639,8,销售,是
2023-06-25 00:00:00,20:44:44.963,102900011032022,1,1.7,销售,是
2023-06-25 00:00:00,20:46:25.198,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,20:47:16.54,102900011032343,0.322,20.8,销售,否
2023-06-25 00:00:00,20:48:57.608,102900005116899,0.658,16,销售,是
2023-06-25 00:00:00,20:49:28.684,102900005115946,0.302,6,销售,否
2023-06-25 00:00:00,20:54:43.803,102900051000944,0.254,13,销售,是
2023-06-25 00:00:00,20:55:41.255,102900005115250,0.138,24,销售,否
2023-06-25 00:00:00,20:55:41.447,102900011034330,1,3.3,销售,是
2023-06-25 00:00:00,20:57:08.199,102900011032848,1,4.8,销售,否
2023-06-25 00:00:00,20:57:09.576,102900005115946,0.352,6,销售,否
2023-06-25 00:00:00,20:57:19.123,102900005115250,0.146,24,销售,否
2023-06-25 00:00:00,20:59:53.109,102900011030097,1,2.7,销售,是
2023-06-25 00:00:00,21:02:28.43,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,21:02:34.994,102900011032251,1,3.9,销售,否
2023-06-25 00:00:00,21:03:26.629,102900011034439,1,3.5,销售,是
2023-06-25 00:00:00,21:04:58.554,102900011016701,0.271,5.2,销售,否
2023-06-25 00:00:00,21:06:45.342,102900011030059,1,4.5,销售,是
2023-06-25 00:00:00,21:09:09.136,106971533450003,1,1.8,销售,是
2023-06-25 00:00:00,21:13:16.481,102900051000944,0.347,13,销售,是
2023-06-25 00:00:00,21:13:28.02,102900005116714,0.709,14,销售,否
2023-06-25 00:00:00,21:13:29.389,102900005118831,1,6.8,销售,是
2023-06-25 00:00:00,21:13:36.28,106971533450003,1,3,销售,是
2023-06-25 00:00:00,21:16:00.109,102900051000944,0.281,13,销售,是
2023-06-25 00:00:00,21:20:47.717,106949711300259,1,2,销售,否
2023-06-25 00:00:00,21:20:58.343,102900005115250,0.326,24,销售,否
2023-06-25 00:00:00,21:21:13.248,102900011000328,0.512,10,销售,否
2023-06-25 00:00:00,21:21:15.389,102900011030097,1,4.5,销售,否
2023-06-25 00:00:00,21:26:28.858,102900005116899,0.783,8,销售,是
2023-06-25 00:00:00,21:26:28.995,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,21:27:09.894,102900011030059,1,2.7,销售,是
2023-06-25 00:00:00,21:27:33.49,102900011030097,1,2.7,销售,是
2023-06-25 00:00:00,21:27:33.845,102900011032022,1,1.7,销售,是
2023-06-25 00:00:00,21:31:03.992,102900005115250,0.159,24,销售,否
2023-06-25 00:00:00,21:32:45.851,102900011016701,0.291,5.2,销售,否
2023-06-25 00:00:00,21:49:44.951,102900005115250,0.167,24,销售,否
2023-06-26 00:00:00,09:08:14.905,102900011008164,0.756,5.2,销售,否
2023-06-26 00:00:00,09:17:45.358,102900011016701,0.31,5.2,销售,否
2023-06-26 00:00:00,09:19:22.191,102900011000328,0.644,12,销售,否
2023-06-26 00:00:00,09:19:22.946,102900011031100,1,5.8,销售,否
2023-06-26 00:00:00,09:19:23.111,106949711300259,1,2,销售,否
2023-06-26 00:00:00,09:20:43.42,102900011000328,0.301,12,销售,否
2023-06-26 00:00:00,09:21:04.517,102900005115786,0.404,4,销售,否
2023-06-26 00:00:00,09:25:54.678,102900005115779,0.273,9.2,销售,否
2023-06-26 00:00:00,09:27:18.248,102900011023464,0.465,5.2,销售,否
2023-06-26 00:00:00,09:28:28.451,102900005115823,0.415,8,销售,否
2023-06-26 00:00:00,09:28:30.03,102900005115823,0.616,8,销售,否
2023-06-26 00:00:00,09:30:49.294,102900011031926,1,3.8,销售,否
2023-06-26 00:00:00,09:30:49.698,102900011031926,1,3.8,销售,否
2023-06-26 00:00:00,09:31:05.373,102900005115779,0.295,9.2,销售,否
2023-06-26 00:00:00,09:31:06.064,102900011032022,1,2.8,销售,否
2023-06-26 00:00:00,09:33:04.639,102900011023464,0.233,5.2,销售,否
2023-06-26 00:00:00,09:33:46.342,102900005115250,0.18,24,销售,否
2023-06-26 00:00:00,09:33:48.014,102900005115779,0.262,9.2,销售,否
2023-06-26 00:00:00,09:34:17.701,102900005119975,0.436,6,销售,否
2023-06-26 00:00:00,09:35:03.248,102900005115762,0.505,4,销售,否
